614,680,520,594,182,293,866,227,654,130,268,736,266,1045,877,654,445,812,723,481,80,137,128,839,551,1023,340,900,657,556,274
716,759,416,63,224,542,293,217,595,672,966,644,757,871,285,803,258,1028,592,356,475,151,300,637,701,1024,917,966,128,598,765
599,731,822,315,572,1038,342,997,918,593,298,561,371,923,654,376,185,525,205,140,623,816,954,156,476,580,653,1022,68,618,81
596,400,141,996,690,462,516,102,734,641,395,661,113,274,811,1007,941,199,743,1002,896,483,673,801,120,589,836,88,279,238,91
906,682,277,801,976,412,310,819,997,1008,371,779,464,78,408,54,602,549,637,568,1017,395,128,966,195,249,1001,125,479,659,226
482,457,758,679,865,428,146,618,89,789,194,867,1047,309,705,989,891,535,408,68,184,283,894,678,64,690,239,743,703,715,687
946,406,469,505,61,315,286,507,356,687,356,309,201,177,370,266,162,81,253,133,371,911,103,208,414,317,956,729,696,962,955
614,542,1001,335,706,727,273,455,976,884,422,931,312,61,672,1024,56,998,834,557,445,738,366,751,642,775,991,90,463,514,287
561,1014,1012,546,568,322,990,922,111,753,1024,317,170,268,608,868,383,92,265,341,135,1007,138,763,537,827,433,868,1004,594,168
732,163,951,126,841,1030,185,1009,742,166,61,994,843,776,416,81,237,831,253,124,938,1027,124,386,920,206,348,221,878,729,682
703,651,362,746,739,133,169,302,720,581,732,917,474,458,879,869,569,779,719,140,734,1017,393,739,74,715,774,117,362,468,955
926,177,994,798,815,476,584,859,321,371,655,960,360,534,65,189,683,167,862,137,609,343,346,1049,205,107,398,761,301,544,765
184,167,492,1011,775,757,1048,105,322,532,291,476,971,919,712,551,539,249,515,686,211,75,199,445,90,978,700,511,655,860,151
883,345,653,331,852,405,501,935,593,368,628,815,620,389,450,471,950,881,904,869,283,502,978,711,282,573,993,613,200,215,708
728,845,414,807,451,199,767,999,241,622,691,716,128,568,574,528,668,581,287,623,958,517,610,1015,214,577,602,522,383,976,403
386,978,963,790,389,390,331,446,689,767,217,644,1002,188,558,390,57,390,676,717,1023,661,621,334,138,205,426,705,247,929,879
449,625,302,693,227,872,996,664,994,342,472,618,858,638,269,503,668,662,117,219,946,127,562,353,748,626,642,214,225,1021,411
84,321,479,563,475,827,832,963,605,235,444,548,817,927,417,955,308,513,527,1025,874,175,600,630,842,658,248,647,1003,396,807
534,65,725,492,481,965,815,1020,461,468,961,276,812,487,257,539,372,1011,998,859,219,753,420,745,840,585,609,1027,500,74,336
275,384,429,636,1001,776,1035,71,829,273,164,235,909,543,978,377,539,730,1022,696,587,730,721,121,1044,249,836,881,780,479,924
750,665,756,80,461,598,561,238,291,290,496,366,554,903,181,164,703,202,245,507,922,734,518,320,766,846,687,525,1025,883,954
495,230,930,823,755,417,434,643,876,290,76,232,648,222,380,95,363,235,111,979,540,723,581,704,311,266,913,836,339,795,663
525,181,487,894,771,556,920,918,991,934,310,803,667,651,511,714,116,809,860,331,542,488,418,128,639,439,886,413,383,101,981
545,486,893,819,788,863,652,890,945,1035,381,405,422,297,847,661,305,700,485,588,261,317,550,296,702,68,894,242,153,865,701
576,904,527,686,944,253,907,1043,750,972,833,631,984,597,393,540,952,578,536,591,545,246,305,64,613,887,893,550,838,582,593
858,844,445,263,602,631,1032,1024,330,126,246,673,550,879,329,843,635,631,212,471,542,212,502,977,125,433,61,1020,261,530,556
423,660,249,127,775,664,72,814,109,943,216,736,769,985,505,794,1007,866,915,449,513,668,957,652,189,733,251,85,440,637,293
570,59,723,294,935,302,576,811,158,674,148,349,969,731,231,632,111,630,803,60,782,134,1048,731,729,806,952,837,618,146,661
225,296,982,567,221,108,244,1026,975,801,704,1039,197,499,630,570,682,969,927,844,522,965,199,746,144,868,1002,910,693,105,289
604,540,279,215,1008,236,447,233,150,118,118,566,314,631,131,931,193,664,1000,498,223,1028,542,803,202,386,918,267,335,60,485
949,420,575,935,863,694,284,240,758,532,374,591,404,500,261,699,329,812,242,475,719,539,508,81,667,913,306,830,401,556,914
484,135,508,250,159,805,874,349,334,74,508,1000,177,371,188,429,827,912,1051,127,306,975,688,696,941,206,285,800,733,979,731
503,854,1014,252,908,416,769,626,614,298,526,327,603,406,234,340,752,163,696,518,225,582,1034,165,529,434,300,943,724,858,425
85,1042,373,218,484,711,346,259,631,1001,259,224,219,449,750,73,747,582,841,162,1037,1022,1031,670,68,679,737,221,959,981,150
171,443,252,838,539,252,473,763,324,866,468,138,371,633,384,320,440,497,239,560,413,880,127,484,205,324,321,746,938,390,364
657,730,459,821,75,466,53,595,590,91,441,408,342,700,234,146,637,1040,814,546,270,554,535,500,718,806,157,137,148,578,274
1017,834,925,159,709,396,646,133,133,921,464,766,1021,304,269,132,821,93,584,986,832,716,312,706,989,148,418,927,773,888,733
1029,508,778,124,861,612,209,655,885,958,493,428,615,938,1015,133,889,850,255,561,133,393,129,111,546,793,599,527,826,150,933
388,125,453,760,1008,719,194,641,534,221,368,449,278,62,65,189,508,815,96,795,74,975,565,301,71,421,770,767,703,343,388
812,222,948,356,693,1032,252,158,844,714,734,705,806,86,82,1040,95,306,136,473,867,771,297,116,282,705,917,822,523,58,100
647,540,379,329,376,593,732,1043,641,763,324,998,274,523,236,642,1008,1031,832,59,315,188,540,249,86,141,988,832,1046,843,1015
1018,54,158,860,620,722,187,724,510,1051,598,650,271,891,897,425,616,81,317,854,776,543,657,654,280,250,745,824,416,354,416
774,618,474,498,663,548,794,75,865,204,68,108,446,791,332,935,661,707,875,760,298,391,197,343,392,207,657,676,278,131,777
1034,383,786,276,647,183,899,1040,498,858,669,803,542,391,1016,188,750,262,683,277,961,790,527,973,425,346,908,787,614,109,659
237,128,435,172,794,485,737,832,332,336,720,889,178,171,790,81,172,630,790,144,609,848,113,954,846,485,189,633,928,960,237
127,772,843,529,94,404,382,343,1027,125,644,242,840,543,292,946,106,116,734,956,58,229,532,748,192,521,1051,136,692,568,674
1046,879,775,891,881,634,452,1031,944,76,996,887,296,402,755,760,555,194,740,399,944,690,466,453,869,743,215,988,179,463,930
435,313,242,758,927,716,775,248,619,413,91,641,864,298,520,478,920,242,595,116,600,555,670,152,76,279,256,101,104,623,689
511,1020,509,458,584,1015,872,1028,609,584,548,97,644,856,441,968,503,372,325,844,436,186,828,695,622,353,1007,131,638,310,386
946,543,156,803,286,775,324,664,1043,391,694,311,100,405,711,532,355,736,1043,55,621,475,948,188,61,414,795,247,752,241,231
95,410,994,900,522,398,433,966,1017,763,114,438,126,557,515,756,155,122,207,582,605,127,202,783,297,897,102,171,118,416,605
826,523,784,800,564,922,451,551,156,405,732,106,96,575,141,616,887,903,75,293,964,545,704,633,530,669,929,231,273,668,401
851,232,688,910,936,715,955,315,473,823,75,326,894,739,941,970,770,945,751,320,802,118,442,985,672,134,56,183,81,684,642
205,683,225,917,460,348,481,734,543,663,230,124,289,512,696,893,686,90,946,683,327,1046,835,256,514,343,715,360,1050,204,476
943,770,693,756,619,936,714,712,298,439,704,818,654,893,262,550,336,303,111,474,228,634,840,324,340,1052,557,1032,191,753,583
514,171,258,593,881,512,675,451,813,151,988,534,667,620,546,649,214,799,591,723,591,529,608,970,424,813,805,811,486,308,118
779,454,87,812,446,601,326,845,246,986,190,156,743,264,747,721,680,551,1042,301,932,700,202,984,722,928,651,502,489,652,176
496,784,207,914,487,438,1020,869,446,757,919,1006,361,276,737,845,720,101,522,983,864,867,143,480,796,657,652,527,248,559,211
642,911,862,942,500,93,871,417,1028,79,142,556,119,465,893,623,729,448,694,1039,704,162,240,136,138,443,303,739,808,434,181
555,330,915,477,618,925,885,938,481,699,942,531,936,978,318,313,98,831,874,908,573,980,826,187,304,728,389,387,54,790,363
1027,643,409,124,133,988,198,335,878,771,626,765,90,1051,958,215,770,745,592,100,999,156,284,168,892,911,882,698,447,252,698
325,728,915,125,826,533,291,950,595,661,256,330,178,187,454,131,435,222,789,531,992,191,774,479,716,730,628,777,1034,753,1014
915,55,501,148,737,69,190,560,1046,337,997,312,874,111,696,721,730,172,910,94,944,317,676,968,125,982,894,768,668,589,1010
812,753,505,146,294,882,501,280,851,277,377,327,186,938,91,223,915,682,137,962,931,976,138,453,77,246,158,465,818,820,460
730,837,757,843,887,944,674,138,787,243,595,1051,139,71,674,477,650,429,307,722,161,980,546,121,419,155,491,653,872,371,343
1037,392,609,861,685,531,867,840,292,127,73,880,607,1041,494,851,695,55,374,157,999,109,562,886,761,814,586,739,857,438,195
895,313,214,673,396,631,240,166,116,644,987,468,709,814,65,464,1012,304,791,423,177,560,60,637,1004,154,542,1011,494,843,66
465,908,113,146,525,455,729,596,426,319,704,328,581,585,814,522,556,782,160,945,504,1006,445,623,572,525,460,547,558,493,436
315,462,660,91,413,524,224,707,1000,567,576,282,542,819,940,809,685,523,792,719,575,336,213,606,758,144,312,439,740,682,95
370,98,409,441,505,207,519,886,813,972,684,791,320,829,151,367,373,106,60,522,269,775,895,60,516,313,1000,846,683,770,96
429,367,679,170,387,673,224,845,1017,207,919,746,717,828,53,265,153,604,529,432,996,930,842,414,438,325,487,197,614,616,557
999,941,361,210,483,176,517,127,399,890,1034,371,664,345,644,885,176,514,1044,514,383,551,422,344,453,232,170,370,967,648,494
989,920,81,506,962,1026,1034,556,622,869,936,420,438,455,283,210,734,620,363,919,740,224,530,298,817,291,724,100,168,645,364
710,458,106,224,633,793,583,728,373,843,430,1051,639,657,542,684,797,441,663,771,972,312,980,662,172,532,769,353,449,906,511
883,646,859,902,907,325,213,347,107,386,199,282,524,481,612,294,474,741,419,86,738,323,382,314,913,261,1035,215,559,931,1032
950,940,591,522,836,593,848,319,686,562,610,370,187,106,188,311,646,896,746,519,1004,193,147,990,227,565,150,604,748,870,545
345,290,583,666,349,763,442,681,862,839,797,893,235,622,173,446,345,1015,267,580,860,247,758,766,64,966,746,717,256,1048,815
434,999,962,101,821,677,564,1007,288,180,686,293,915,180,630,870,393,195,153,453,611,529,207,988,483,884,348,590,676,975,980
END
