496,471,772,693,879,442,160,632,103,803,208,881,1061,323,719,1003,905,549,422,82,198,297,908,692,78,704,253,757,717,729,701
960,420,483,519,75,329,300,521,370,701,370,323,215,191,384,280,176,95,267,147,385,925,117,222,428,331,970,743,710,976,969
628,556,1015,349,720,741,287,469,990,898,436,945,326,75,686,1038,70,1012,848,571,459,752,380,765,656,789,1005,104,477,528,301
575,1028,1026,560,582,336,1004,936,125,767,1038,331,184,282,622,882,397,106,279,355,149,1021,152,777,551,841,447,882,1018,608,182
746,177,965,140,855,1044,199,1023,756,180,75,1008,857,790,430,95,251,845,267,138,952,1041,138,400,934,220,362,235,892,743,696
717,665,376,760,753,147,183,316,734,595,746,931,488,472,893,883,583,793,733,154,748,1031,407,753,88,729,788,131,376,482,969
940,191,1008,812,829,490,598,873,335,385,669,974,374,548,79,203,697,181,876,151,623,357,360,1063,219,121,412,775,315,558,779
198,181,506,1025,789,771,1062,119,336,546,305,490,985,933,726,565,553,263,529,700,225,89,213,459,104,992,714,525,669,874,165
897,359,667,345,866,419,515,949,607,382,642,829,634,403,464,485,964,895,918,883,297,516,992,725,296,587,1007,627,214,229,722
742,859,428,821,465,213,781,1013,255,636,705,730,142,582,588,542,682,595,301,637,972,531,624,1029,228,591,616,536,397,990,417
400,992,977,804,403,404,345,460,703,781,231,658,1016,202,572,404,71,404,690,731,1037,675,635,348,152,219,440,719,261,943,893
463,639,316,707,241,886,1010,678,1008,356,486,632,872,652,283,517,682,676,131,233,960,141,576,367,762,640,656,228,239,1035,425
98,335,493,577,489,841,846,977,619,249,458,562,831,941,431,969,322,527,541,1039,888,189,614,644,856,672,262,661,1017,410,821
548,79,739,506,495,979,829,1034,475,482,975,290,826,501,271,553,386,1025,1012,873,233,767,434,759,854,599,623,1041,514,88,350
289,398,443,650,1015,790,1049,85,843,287,178,249,923,557,992,391,553,744,1036,710,601,744,735,135,1058,263,850,895,794,493,938
764,679,770,94,475,612,575,252,305,304,510,380,568,917,195,178,717,216,259,521,936,748,532,334,780,860,701,539,1039,897,968
509,244,944,837,769,431,448,657,890,304,90,246,662,236,394,109,377,249,125,993,554,737,595,718,325,280,927,850,353,809,677
539,195,501,908,785,570,934,932,1005,948,324,817,681,665,525,728,130,823,874,345,556,502,432,142,653,453,900,427,397,115,995
559,500,907,833,802,877,666,904,959,1049,395,419,436,311,861,675,319,714,499,602,275,331,564,310,716,82,908,256,167,879,715
590,918,541,700,958,267,921,1057,764,986,847,645,998,611,407,554,966,592,550,605,559,260,319,78,627,901,907,564,852,596,607
872,858,459,277,616,645,1046,1038,344,140,260,687,564,893,343,857,649,645,226,485,556,226,516,991,139,447,75,1034,275,544,570
437,674,263,141,789,678,86,828,123,957,230,750,783,999,519,808,1021,880,929,463,527,682,971,666,203,747,265,99,454,651,307
584,73,737,308,949,316,590,825,172,688,162,363,983,745,245,646,125,644,817,74,796,148,1062,745,743,820,966,851,632,160,675
239,310,996,581,235,122,258,1040,989,815,718,1053,211,513,644,584,696,983,941,858,536,979,213,760,158,882,1016,924,707,119,303
618,554,293,229,1022,250,461,247,164,132,132,580,328,645,145,945,207,678,1014,512,237,1042,556,817,216,400,932,281,349,74,499
963,434,589,949,877,708,298,254,772,546,388,605,418,514,275,713,343,826,256,489,733,553,522,95,681,927,320,844,415,570,928
498,149,522,264,173,819,888,363,348,88,522,1014,191,385,202,443,841,926,1065,141,320,989,702,710,955,220,299,814,747,993,745
517,868,1028,266,922,430,783,640,628,312,540,341,617,420,248,354,766,177,710,532,239,596,1048,179,543,448,314,957,738,872,439
99,1056,387,232,498,725,360,273,645,1015,273,238,233,463,764,87,761,596,855,176,1051,1036,1045,684,82,693,751,235,973,995,164
185,457,266,852,553,266,487,777,338,880,482,152,385,647,398,334,454,511,253,574,427,894,141,498,219,338,335,760,952,404,378
671,744,473,835,89,480,67,609,604,105,455,422,356,714,248,160,651,1054,828,560,284,568,549,514,732,820,171,151,162,592,288
1031,848,939,173,723,410,660,147,147,935,478,780,1035,318,283,146,835,107,598,1000,846,730,326,720,1003,162,432,941,787,902,747
1043,522,792,138,875,626,223,669,899,972,507,442,629,952,1029,147,903,864,269,575,147,407,143,125,560,807,613,541,840,164,947
402,139,467,774,1022,733,208,655,548,235,382,463,292,76,79,203,522,829,110,809,88,989,579,315,85,435,784,781,717,357,402
826,236,962,370,707,1046,266,172,858,728,748,719,820,100,96,1054,109,320,150,487,881,785,311,130,296,719,931,836,537,72,114
661,554,393,343,390,607,746,1057,655,777,338,1012,288,537,250,656,1022,1045,846,73,329,202,554,263,100,155,1002,846,1060,857,1029
1032,68,172,874,634,736,201,738,524,1065,612,664,285,905,911,439,630,95,331,868,790,557,671,668,294,264,759,838,430,368,430
788,632,488,512,677,562,808,89,879,218,82,122,460,805,346,949,675,721,889,774,312,405,211,357,406,221,671,690,292,145,791
1048,397,800,290,661,197,913,1054,512,872,683,817,556,405,1030,202,764,276,697,291,975,804,541,987,439,360,922,801,628,123,673
251,142,449,186,808,499,751,846,346,350,734,903,192,185,804,95,186,644,804,158,623,862,127,968,860,499,203,647,942,974,251
141,786,857,543,108,418,396,357,1041,139,658,256,854,557,306,960,120,130,748,970,72,243,546,762,206,535,1065,150,706,582,688
1060,893,789,905,895,648,466,1045,958,90,1010,901,310,416,769,774,569,208,754,413,958,704,480,467,883,757,229,1002,193,477,944
449,327,256,772,941,730,789,262,633,427,105,655,878,312,534,492,934,256,609,130,614,569,684,166,90,293,270,115,118,637,703
525,1034,523,472,598,1029,886,1042,623,598,562,111,658,870,455,982,517,386,339,858,450,200,842,709,636,367,1021,145,652,324,400
960,557,170,817,300,789,338,678,1057,405,708,325,114,419,725,546,369,750,1057,69,635,489,962,202,75,428,809,261,766,255,245
109,424,1008,914,536,412,447,980,1031,777,128,452,140,571,529,770,169,136,221,596,619,141,216,797,311,911,116,185,132,430,619
840,537,798,814,578,936,465,565,170,419,746,120,110,589,155,630,901,917,89,307,978,559,718,647,544,683,943,245,287,682,415
865,246,702,924,950,729,969,329,487,837,89,340,908,753,955,984,784,959,765,334,816,132,456,999,686,148,70,197,95,698,656
219,697,239,931,474,362,495,748,557,677,244,138,303,526,710,907,700,104,960,697,341,1060,849,270,528,357,729,374,1064,218,490
957,784,707,770,633,950,728,726,312,453,718,832,668,907,276,564,350,317,125,488,242,648,854,338,354,1066,571,1046,205,767,597
528,185,272,607,895,526,689,465,827,165,1002,548,681,634,560,663,228,813,605,737,605,543,622,984,438,827,819,825,500,322,132
793,468,101,826,460,615,340,859,260,1000,204,170,757,278,761,735,694,565,1056,315,946,714,216,998,736,942,665,516,503,666,190
510,798,221,928,501,452,1034,883,460,771,933,1020,375,290,751,859,734,115,536,997,878,881,157,494,810,671,666,541,262,573,225
656,925,876,956,514,107,885,431,1042,93,156,570,133,479,907,637,743,462,708,1053,718,176,254,150,152,457,317,753,822,448,195
569,344,929,491,632,939,899,952,495,713,956,545,950,992,332,327,112,845,888,922,587,994,840,201,318,742,403,401,68,804,377
1041,657,423,138,147,1002,212,349,892,785,640,779,104,1065,972,229,784,759,606,114,1013,170,298,182,906,925,896,712,461,266,712
339,742,929,139,840,547,305,964,609,675,270,344,192,201,468,145,449,236,803,545,1006,205,788,493,730,744,642,791,1048,767,1028
929,69,515,162,751,83,204,574,1060,351,1011,326,888,125,710,735,744,186,924,108,958,331,690,982,139,996,908,782,682,603,1024
826,767,519,160,308,896,515,294,865,291,391,341,200,952,105,237,929,696,151,976,945,990,152,467,91,260,172,479,832,834,474
744,851,771,857,901,958,688,152,801,257,609,1065,153,85,688,491,664,443,321,736,175,994,560,135,433,169,505,667,886,385,357
1051,406,623,875,699,545,881,854,306,141,87,894,621,1055,508,865,709,69,388,171,1013,123,576,900,775,828,600,753,871,452,209
909,327,228,687,410,645,254,180,130,658,1001,482,723,828,79,478,1026,318,805,437,191,574,74,651,1018,168,556,1025,508,857,80
479,922,127,160,539,469,743,610,440,333,718,342,595,599,828,536,570,796,174,959,518,1020,459,637,586,539,474,561,572,507,450
329,476,674,105,427,538,238,721,1014,581,590,296,556,833,954,823,699,537,806,733,589,350,227,620,772,158,326,453,754,696,109
384,112,423,455,519,221,533,900,827,986,698,805,334,843,165,381,387,120,74,536,283,789,909,74,530,327,1014,860,697,784,110
443,381,693,184,401,687,238,859,1031,221,933,760,731,842,67,279,167,618,543,446,1010,944,856,428,452,339,501,211,628,630,571
1013,955,375,224,497,190,531,141,413,904,1048,385,678,359,658,899,190,528,1058,528,397,565,436,358,467,246,184,384,981,662,508
1003,934,95,520,976,1040,1048,570,636,883,950,434,452,469,297,224,748,634,377,933,754,238,544,312,831,305,738,114,182,659,378
724,472,120,238,647,807,597,742,387,857,444,1065,653,671,556,698,811,455,677,785,986,326,994,676,186,546,783,367,463,920,525
897,660,873,916,921,339,227,361,121,400,213,296,538,495,626,308,488,755,433,100,752,337,396,328,927,275,1049,229,573,945,1046
964,954,605,536,850,607,862,333,700,576,624,384,201,120,202,325,660,910,760,533,1018,207,161,1004,241,579,164,618,762,884,559
359,304,597,680,363,777,456,695,876,853,811,907,249,636,187,460,359,1029,281,594,874,261,772,780,78,980,760,731,270,1062,829
448,1013,976,115,835,691,578,1021,302,194,700,307,929,194,644,884,407,209,167,467,625,543,221,1002,497,898,362,604,690,989,994
X-X-X
